Algorithm,Score,Extra Training Data,Paper Title,Date,Game
Prior hs,25463.7,False,Prioritized Experience Replay,2015,seaquest
NoisyNet-Dueling,16754,False,Noisy Networks for Exploration,2017,seaquest
DDQN (tuned) noop,16452.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,seaquest
DDQN (tuned) hs,14498.0,False,Deep Reinforcement Learning with Double Q-learning,2015,seaquest
Persistent AL,13230.74,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,seaquest
DDQN+Pop-Art noop,10932.3,False,Learning values across many orders of magnitude,2016,seaquest
Gorila,10145.9,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,seaquest
Bootstrapped DQN,9083.1,False,Deep Exploration via Bootstrapped DQN,2016,seaquest
Advantage Learning,8670.5,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,seaquest
QR-DQN-1,8268,False,Distributional Reinforcement Learning with Quantile Regression,2017,seaquest
DreamerV2,7480,False,Mastering Atari with Discrete World Models,2020,seaquest
Recurrent Rational DQN Average,7460,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,seaquest
DARQN soft,7263,False,Deep Attention Recurrent Q-Network,2015,seaquest
Rational DQN Average,6603,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,seaquest
DQN noop,5860.6,False,Deep Reinforcement Learning with Double Q-learning,2015,seaquest
VPN,5628,False,Value Prediction Network,2017,seaquest
Nature DQN,5286.0,False,,,seaquest
UCT,5132.4,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,seaquest
DQN hs,4216.7,False,Deep Reinforcement Learning with Double Q-learning,2015,seaquest
A2C + SIL,2456.5,False,Self-Imitation Learning,2018,seaquest
A3C FF hs,2355.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016,seaquest
A3C FF (1 day) hs,2300.2,False,Asynchronous Methods for Deep Reinforcement Learning,2016,seaquest
DDRL A3C,1832,False,Distributed Deep Reinforcement Learning: Learn how to play Atari games in 21 minutes,2018,seaquest
POP3D,1807.47,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,seaquest
IMPALA (deep),1753.20,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,seaquest
DQN Best,1740,False,Playing Atari with Deep Reinforcement Learning,2013,seaquest
MAC,1703.4,False,Mean Actor Critic,2017,seaquest
Prior+Duel hs,1431.2,False,Deep Reinforcement Learning with Double Q-learning,2015,seaquest
ES FF (1 hour) noop,1390.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,seaquest
A3C LSTM hs,1326.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,seaquest
Prior+Duel noop,931.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,seaquest
CGP,724,False,Evolving simple programs for playing Atari games,2018,seaquest
SARSA,675.5,False,,,seaquest
Best Learner,664.8,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,seaquest
Discrete Latent Space World Model (VQ-VAE),635,False,Smaller World Models for Reinforcement Learning,2020,seaquest
Rainbow+SEER,561.2,False,Improving Computational Efficiency in Visual Reinforcement Learning via Stored Embeddings,2021,seaquest
CURL,408,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,seaquest
IDVQ + DRSC + XNES,320,False,Playing Atari with Six Neurons,2018,seaquest
SAC,211.6,False,Soft Actor-Critic for Discrete Action Settings,2019,seaquest
DT,2.4,False,Decision Transformer: Reinforcement Learning via Sequence Modeling,2021,seaquest
MuZero,741812.63,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,alien
Agent57,297638.17,False,Agent57: Outperforming the Atari Human Benchmark,2020,alien
R2D2,229496.9,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,alien
MuZero (Res2 Adam),70192.35,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,alien
GDI-H3(200M frames),48735,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,alien
GDI-I3,43384,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,alien
Ape-X,40804.9,False,Distributed Prioritized Experience Replay,2018,alien
FQF,16754.6,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,alien
IMPALA (deep),15962.10,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,alien
Reactor 500M,12689.1,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,alien
UCT,7785,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,alien
IQN,7022,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,alien
NoisyNet-Dueling,5778,False,Noisy Networks for Exploration,2017,alien
Persistent AL,5699.81,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,alien
Advantage Learning,4990.91,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,alien
QR-DQN-1,4871,False,Distributional Reinforcement Learning with Quantile Regression,2017,alien
Duel noop,4461.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,alien
Prior noop,4203.8,False,Prioritized Experience Replay,2015,alien
DreamerV2,3967,False,Mastering Atari with Discrete World Models,2020,alien
Prior+Duel noop,3941.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,alien
DDQN (tuned) noop,3747.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,alien
DDQN+Pop-Art noop,3213.5,False,Learning values across many orders of magnitude,2016,alien
C51 noop,3166.0,False,A Distributional Perspective on Reinforcement Learning,2017,alien
Nature DQN,3069.0,False,,,alien
Bootstrapped DQN,2436.6,False,Deep Exploration via Bootstrapped DQN,2016,alien
A2C + SIL,2242.2,False,Self-Imitation Learning,2018,alien
CGP,1978,False,Evolving simple programs for playing Atari games,2018,alien
DQN noop,1620.0,False,Deep Reinforcement Learning with Double Q-learning,2015,alien
POP3D,1510.8,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,alien
Duel hs,1486.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,alien
VPN,1429,False,Value Prediction Network,2017,alien
Prior hs,1334.7,False,Prioritized Experience Replay,2015,alien
Rainbow+SEER,1172.6,False,Improving Computational Efficiency in Visual Reinforcement Learning via Stored Embeddings,2021,alien
CURL,1148.2,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,alien
DDQN (tuned) hs,1033.4,False,Deep Reinforcement Learning with Double Q-learning,2015,alien
ES FF (1 hour) noop,994.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,alien
A3C LSTM hs,945.3,False,Asynchronous Methods for Deep Reinforcement Learning,2016,alien
Best Learner,939.2,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,alien
Prior+Duel hs,823.7,False,Deep Reinforcement Learning with Double Q-learning,2015,alien
Prior+Duel hs,823.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,alien
Gorila,813.5,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,alien
DQN hs,634.0,False,Deep Reinforcement Learning with Double Q-learning,2015,alien
A3C FF hs,518.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016,alien
SAC,216.9,False,Soft Actor-Critic for Discrete Action Settings,2019,alien
A3C FF (1 day) hs,182.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,alien
SARSA,103.2,False,,,alien
GDI-H3(200M frames),787985,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,demonattack
GDI-I3,675530,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,demonattack
RIMs-PPO,230324,False,,,demonattack
MuZero,143964.26,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,demonattack
MuZero (Res2 Adam),143838.04,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,demonattack
Agent57,143161.44,False,Agent57: Outperforming the Atari Human Benchmark,2020,demonattack
R2D2,140002.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,demonattack
Ape-X,133086.4,False,Distributed Prioritized Experience Replay,2018,demonattack
IMPALA (deep),132826.98,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,demonattack
C51 noop,130955.0,False,A Distributional Perspective on Reinforcement Learning,2017,demonattack
IQN,128580,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,demonattack
QR-DQN-1,121551,False,Distributional Reinforcement Learning with Quantile Regression,2017,demonattack
A3C LSTM hs,115201.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,demonattack
Reactor 500M,115154.0,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,demonattack
A3C FF hs,113308.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016,demonattack
A3C FF (1 day) hs,84997.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016,demonattack
Bootstrapped DQN,82610,False,Deep Exploration via Bootstrapped DQN,2016,demonattack
DreamerV2,82263,False,Mastering Atari with Discrete World Models,2020,demonattack
Prior+Duel hs,73371.3,False,Deep Reinforcement Learning with Double Q-learning,2015,demonattack
Prior+Duel noop,72878.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,demonattack
Prior noop,71846.4,False,Prioritized Experience Replay,2015,demonattack
Persistent AL,70908.17,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,demonattack
DDQN (tuned) hs,69803.4,False,Deep Reinforcement Learning with Double Q-learning,2015,demonattack
NoisyNet-Dueling,69311,False,Noisy Networks for Exploration,2017,demonattack
DDQN+Pop-Art noop,63644.9,False,Learning values across many orders of magnitude,2016,demonattack
Prior hs,61277.5,False,Prioritized Experience Replay,2015,demonattack
POP3D,61147.33,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,demonattack
Duel noop,60813.3,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,demonattack
DDQN (tuned) noop,58044.2,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,demonattack
Duel hs,56322.8,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,demonattack
UCT,28158.8,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,demonattack
Advantage Learning,27153.48,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,demonattack
Gorila,14880.1,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,demonattack
DQN hs,12550.7,False,Deep Reinforcement Learning with Double Q-learning,2015,demonattack
DQN noop,12149.4,False,Deep Reinforcement Learning with Double Q-learning,2015,demonattack
A2C + SIL,10140.5,False,Self-Imitation Learning,2018,demonattack
Nature DQN,9711.0,False,,,demonattack
CGP,2387,False,Evolving simple programs for playing Atari games,2018,demonattack
ES FF (1 hour) noop,1166.5,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,demonattack
CURL,834,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,demonattack
Best Learner,520.5,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,demonattack
IDVQ + DRSC + XNES,325,False,Playing Atari with Six Neurons,2018,demonattack
SARSA,0.0,False,,,demonattack
MuZero,725853.90,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,zaxxon
Agent57,249808.9,False,Agent57: Outperforming the Atari Human Benchmark,2020,zaxxon
R2D2,224910.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,zaxxon
GDI-H3(200M frames),216020,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,zaxxon
MuZero (Res2 Adam),154131.86,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,zaxxon
GDI-I3,109140,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,zaxxon
DreamerV2,50699,False,Mastering Atari with Discrete World Models,2020,zaxxon
Ape-X,42285.5,False,Distributed Prioritized Experience Replay,2018,zaxxon
IMPALA (deep),32935.50,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,zaxxon
A3C FF hs,24622.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,zaxxon
A3C LSTM hs,23519.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,zaxxon
UCT,22610,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,zaxxon
IQN,21772,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,zaxxon
RIMs-PPO,15000,False,,,zaxxon
NoisyNet-Dueling,14874,False,Noisy Networks for Exploration,2017,zaxxon
DDQN+Pop-Art noop,14402.0,False,Learning values across many orders of magnitude,2016,zaxxon
Prior+Duel noop,13886.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,zaxxon
QR-DQN-1,13112,False,Distributional Reinforcement Learning with Quantile Regression,2017,zaxxon
Duel noop,12944.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,zaxxon
Bootstrapped DQN,11491.7,False,Deep Exploration via Bootstrapped DQN,2016,zaxxon
Prior+Duel hs,11320.0,False,Deep Reinforcement Learning with Double Q-learning,2015,zaxxon
C51 noop,10513.0,False,A Distributional Perspective on Reinforcement Learning,2017,zaxxon
Prior noop,10469.0,False,Prioritized Experience Replay,2015,zaxxon
Duel hs,10164.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,zaxxon
DDQN (tuned) noop,10163.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,zaxxon
Prior hs,9474.0,False,Prioritized Experience Replay,2015,zaxxon
POP3D,9472,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,zaxxon
A2C + SIL,9164.2,False,Self-Imitation Learning,2018,zaxxon
Advantage Learning,9129.61,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,zaxxon
DDQN (tuned) hs,8593.0,False,Deep Reinforcement Learning with Double Q-learning,2015,zaxxon
ES FF (1 hour) noop,6380.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,zaxxon
Gorila,6159.4,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,zaxxon
DQN noop,5363.0,False,Deep Reinforcement Learning with Double Q-learning,2015,zaxxon
Nature DQN,4977.0,False,,,zaxxon
DQN hs,4412.0,False,Deep Reinforcement Learning with Double Q-learning,2015,zaxxon
