,Algorithm,Score,Extra Training Data,Paper Title,Date,Game,Source,Random,Human,Normalized,LogNormalized,In57,train,good
208,Duel hs,297.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,gravitar,PapersWithCode,173.0,3351.4,3.901334004530581,0.6903142987954233,True,True,True
209,Prior hs,269.5,False,Prioritized Experience Replay,2015.0,gravitar,PapersWithCode,173.0,3351.4,3.036118801912912,0.6059639410772287,True,True,True
210,A3C FF (1 day) hs,269.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,gravitar,PapersWithCode,173.0,3351.4,3.036118801912912,0.6059639410772287,True,True,True
212,Prior+Duel noop,238.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,gravitar,PapersWithCode,173.0,3351.4,2.0450541152781274,0.4835950151159691,True,True,True
214,DDQN (tuned) hs,200.5,False,Deep Reinforcement Learning with Double Q-learning,2015.0,gravitar,PapersWithCode,173.0,3351.4,0.8652152026176693,0.2707289465562361,True,True,True
215,Prior+Duel hs,167.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,gravitar,PapersWithCode,173.0,3351.4,-0.1887742260256733,0.0,True,True,True
216,MuZero,260.13,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,bowling,PapersWithCode,23.11,160.7,172.26542626644382,2.238711911359719,True,True,True
217,Agent57,251.18,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,bowling,PapersWithCode,23.11,160.7,165.7605930663566,2.222093430979254,True,True,True
218,R2D2,219.5,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,bowling,PapersWithCode,23.11,160.7,142.73566392906463,2.15756453936528,True,True,True
219,GDI-H3(200M frames),205.2,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,bowling,PapersWithCode,23.11,160.7,132.342466749037,2.1249684850297266,True,True,True
220,GDI-I3,201.9,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,bowling,PapersWithCode,23.11,160.7,129.94403663056914,2.117085724850527,True,True,True
222,MuZero (Res2 Adam),131.65,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,bowling,PapersWithCode,23.11,160.7,78.88654698742643,1.9024736496388137,True,True,True
224,DDQN+Pop-Art noop,102.1,False,Learning values across many orders of magnitude,2016.0,bowling,PapersWithCode,23.11,160.7,57.40969547205466,1.7664849419844124,True,True,True
225,IQN,86.5,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,bowling,PapersWithCode,23.11,160.7,46.07166218475181,1.6727595342938535,True,True,True
226,CGP,85.8,False,Evolving simple programs for playing Atari games,2018.0,bowling,PapersWithCode,23.11,160.7,45.562904280834374,1.6680400608558212,True,True,True
228,DDQN (tuned) hs,69.6,False,Deep Reinforcement Learning with Double Q-learning,2015.0,bowling,PapersWithCode,23.11,160.7,33.7887927901737,1.5414393585072157,True,True,True
229,Duel hs,65.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,bowling,PapersWithCode,23.11,160.7,30.954284468347996,1.504529097117643,True,True,True
230,IMPALA (deep),59.92,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,bowling,PapersWithCode,23.11,160.7,26.75339777600117,1.4433161602527589,True,True,True
231,DQN hs,56.5,False,Deep Reinforcement Learning with Double Q-learning,2015.0,bowling,PapersWithCode,23.11,160.7,24.267752016861696,1.4025666059840427,True,True,True
232,Gorila,54.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,bowling,PapersWithCode,23.11,160.7,22.450759502870852,1.370156912832097,True,True,True
233,Prior hs,52.0,False,Prioritized Experience Replay,2015.0,bowling,PapersWithCode,23.11,160.7,20.997165491678178,1.3423667221570958,True,True,True
234,Prior+Duel hs,50.4,False,Deep Reinforcement Learning with Double Q-learning,2015.0,bowling,PapersWithCode,23.11,160.7,19.834290282724037,1.318778710862582,True,True,True
235,DreamerV2,49.0,False,Mastering Atari with Discrete World Models,2020.0,bowling,PapersWithCode,23.11,160.7,18.81677447488917,1.2970329669123624,True,True,True
236,Prior noop,47.9,False,Prioritized Experience Replay,2015.0,bowling,PapersWithCode,23.11,160.7,18.017297768733197,1.279148806633894,True,True,True
237,Prior+Duel noop,46.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,bowling,PapersWithCode,23.11,160.7,17.145141362017593,1.2587603559758174,True,True,True
239,Nature DQN,42.4,False,,,bowling,PapersWithCode,23.11,160.7,14.019914237953342,1.176667452901841,True,True,True
240,A3C LSTM hs,41.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,bowling,PapersWithCode,23.11,160.7,13.583836034595539,1.1638717729212835,True,True,True
241,POP3D,38.99,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,bowling,PapersWithCode,23.11,160.7,11.541536448869834,1.0983507446598426,True,True,True
243,A3C FF (1 day) hs,36.2,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,bowling,PapersWithCode,23.11,160.7,9.513772803256055,1.0217585879231996,True,True,True
244,A3C FF hs,35.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,bowling,PapersWithCode,23.11,160.7,8.714296097100084,0.9874113368739801,True,True,True
245,A2C + SIL,31.1,False,Self-Imitation Learning,2018.0,bowling,PapersWithCode,23.11,160.7,5.807108074714735,0.8329626458418018,True,True,True
246,ES FF (1 hour) noop,30.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,bowling,PapersWithCode,23.11,160.7,5.007631368558762,0.778703276274336,True,True,True
247,Ape-X,17.6,False,Distributed Prioritized Experience Replay,2018.0,bowling,PapersWithCode,23.11,160.7,-4.0046515008358154,0.0,True,True,True
248,GDI-H3(200M frames),1000000.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,seaquest,PapersWithCode,68.4,42054.7,2381.5663680772063,3.377045007059894,True,True,True
249,Agent57,999997.63,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,seaquest,PapersWithCode,68.4,42054.7,2381.560723378817,3.377043978142379,True,True,True
250,R2D2,999996.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,seaquest,PapersWithCode,68.4,42054.7,2381.558508370588,3.3770435743892704,True,True,True
251,MuZero,999976.52,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,seaquest,PapersWithCode,68.4,42054.7,2381.5104450737504,3.377034813288517,True,True,True
252,MuZero (Res2 Adam),999659.18,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,seaquest,PapersWithCode,68.4,42054.7,2380.7546271045558,3.3768970176070736,True,True,True
253,GDI-I3,943910.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,seaquest,PapersWithCode,68.4,42054.7,2247.9751728540027,3.3519846611483834,True,True,True
254,Ape-X,392952.3,False,Distributed Prioritized Experience Replay,2018.0,seaquest,PapersWithCode,68.4,42054.7,935.7430876262019,2.971620497050732,True,True,True
255,Duel hs,37361.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,seaquest,PapersWithCode,68.4,42054.7,88.8223063237294,1.9533842020383188,True,True,True
256,IQN,30140.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,seaquest,PapersWithCode,68.4,42054.7,71.62241016712595,1.8610706580292826,True,True,True
257,Prior noop,26357.8,False,Prioritized Experience Replay,2015.0,seaquest,PapersWithCode,68.4,42054.7,62.61423369051334,1.8035542999507286,True,True,True
258,Prior hs,25463.7,False,Prioritized Experience Replay,2015.0,seaquest,PapersWithCode,68.4,42054.7,60.4847295427318,1.78876726701425,True,True,True
259,NoisyNet-Dueling,16754.0,False,Noisy Networks for Exploration,2017.0,seaquest,PapersWithCode,68.4,42054.7,39.74058204700104,1.6100272293277453,True,True,True
260,DDQN (tuned) hs,14498.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,seaquest,PapersWithCode,68.4,42054.7,34.36740079502124,1.548603144014413,True,True,True
261,DDQN+Pop-Art noop,10932.3,False,Learning values across many orders of magnitude,2016.0,seaquest,PapersWithCode,68.4,42054.7,25.874868707173533,1.429346351253361,True,True,True
262,Gorila,10145.9,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,seaquest,PapersWithCode,68.4,42054.7,24.00187680267135,1.3979726108500474,True,True,True
263,DreamerV2,7480.0,False,Mastering Atari with Discrete World Models,2020.0,seaquest,PapersWithCode,68.4,42054.7,17.652424719491837,1.2707352958684306,True,True,True
268,Nature DQN,5286.0,False,,,seaquest,PapersWithCode,68.4,42054.7,12.426910682770336,1.1279760999537007,True,True,True
269,DQN hs,4216.7,False,Deep Reinforcement Learning with Double Q-learning,2015.0,seaquest,PapersWithCode,68.4,42054.7,9.88012756542015,1.036633987332131,True,True,True
270,A2C + SIL,2456.5,False,Self-Imitation Learning,2018.0,seaquest,PapersWithCode,68.4,42054.7,5.687807689651149,0.825283776314315,True,True,True
271,A3C FF hs,2355.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,seaquest,PapersWithCode,68.4,42054.7,5.447014859608968,0.8093586712098246,True,True,True
272,A3C FF (1 day) hs,2300.2,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,seaquest,PapersWithCode,68.4,42054.7,5.315543403443504,0.8004107241651122,True,True,True
274,POP3D,1807.47,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,seaquest,PapersWithCode,68.4,42054.7,4.141993936117258,0.7111315601496332,True,True,True
275,IMPALA (deep),1753.2,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,seaquest,PapersWithCode,68.4,42054.7,4.012737488180669,0.7000749616607811,True,True,True
278,Prior+Duel hs,1431.2,False,Deep Reinforcement Learning with Double Q-learning,2015.0,seaquest,PapersWithCode,68.4,42054.7,3.2458206605487985,0.6279616460290051,True,True,True
279,ES FF (1 hour) noop,1390.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,seaquest,PapersWithCode,68.4,42054.7,3.1476934142803725,0.6178066470884782,True,True,True
280,A3C LSTM hs,1326.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,seaquest,PapersWithCode,68.4,42054.7,2.9955009133931783,0.6015712342846353,True,True,True
281,Prior+Duel noop,931.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,seaquest,PapersWithCode,68.4,42054.7,2.0559087130802194,0.4851403767368742,True,True,True
282,CGP,724.0,False,Evolving simple programs for playing Atari games,2018.0,seaquest,PapersWithCode,68.4,42054.7,1.5614617148927152,0.4084878690411357,True,True,True
291,MuZero,741812.63,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,alien,PapersWithCode,227.75,7127.7,10747.68483829593,4.031355329143509,True,True,True
292,Agent57,297638.17,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,alien,PapersWithCode,227.75,7127.7,4310.327176283886,3.6346109816715866,True,True,True
293,R2D2,229496.9,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,alien,PapersWithCode,227.75,7127.7,3322.7653823578435,3.5216303602554326,True,True,True
294,MuZero (Res2 Adam),70192.35,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,alien,PapersWithCode,227.75,7127.7,1013.9870578772311,3.0064605045858452,True,True,True
295,GDI-H3(200M frames),48735.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,alien,PapersWithCode,227.75,7127.7,703.0087174544743,2.8475780368678714,True,True,True
296,GDI-I3,43384.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,alien,PapersWithCode,227.75,7127.7,625.4574308509482,2.796891565075336,True,True,True
297,Ape-X,40804.9,False,Distributed Prioritized Experience Replay,2018.0,alien,PapersWithCode,227.75,7127.7,588.0788991224574,2.770173466533641,True,True,True
299,IMPALA (deep),15962.1,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,alien,PapersWithCode,227.75,7127.7,228.03571040369857,2.359903201213993,True,True,True
301,IQN,7022.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,alien,PapersWithCode,227.75,7127.7,98.46810484133944,1.997683843438968,True,True,True
302,NoisyNet-Dueling,5778.0,False,Noisy Networks for Exploration,2017.0,alien,PapersWithCode,227.75,7127.7,80.43898868832383,1.9108323719449494,True,True,True
303,Prior noop,4203.8,False,Prioritized Experience Replay,2015.0,alien,PapersWithCode,227.75,7127.7,57.62433061109139,1.7680778968562916,True,True,True
304,DreamerV2,3967.0,False,Mastering Atari with Discrete World Models,2020.0,alien,PapersWithCode,227.75,7127.7,54.192421684215105,1.7418794500721106,True,True,True
305,Prior+Duel noop,3941.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,alien,PapersWithCode,227.75,7127.7,53.815607359473624,1.7389042304742537,True,True,True
306,DDQN+Pop-Art noop,3213.5,False,Learning values across many orders of magnitude,2016.0,alien,PapersWithCode,227.75,7127.7,43.27205269603403,1.6461296587281917,True,True,True
307,Nature DQN,3069.0,False,,,alien,PapersWithCode,227.75,7127.7,41.177834621990016,1.6250842796267826,True,True,True
308,A2C + SIL,2242.2,False,Self-Imitation Learning,2018.0,alien,PapersWithCode,227.75,7127.7,29.19513909521083,1.4799370345452096,True,True,True
309,CGP,1978.0,False,Evolving simple programs for playing Atari games,2018.0,alien,PapersWithCode,227.75,7127.7,25.366125841491606,1.421046320568225,True,True,True
310,POP3D,1510.8,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,alien,PapersWithCode,227.75,7127.7,18.595062283060024,1.2921466482247514,True,True,True
311,Duel hs,1486.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,alien,PapersWithCode,227.75,7127.7,18.242885818013175,1.2842702028814776,True,True,True
313,Prior hs,1334.7,False,Prioritized Experience Replay,2015.0,alien,PapersWithCode,227.75,7127.7,16.042869875868668,1.2315427281248366,True,True,True
316,DDQN (tuned) hs,1033.4,False,Deep Reinforcement Learning with Double Q-learning,2015.0,alien,PapersWithCode,227.75,7127.7,11.67617156646063,1.1029881085446827,True,True,True
317,ES FF (1 hour) noop,994.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,alien,PapersWithCode,227.75,7127.7,11.10515293589084,1.0829702806669632,True,True,True
318,A3C LSTM hs,945.3,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,alien,PapersWithCode,227.75,7127.7,10.399350719932754,1.0568801156539565,True,True,True
320,Prior+Duel hs,823.7,False,Deep Reinforcement Learning with Double Q-learning,2015.0,alien,PapersWithCode,227.75,7127.7,8.637019108834123,0.9839427201287452,True,True,True
321,Prior+Duel hs,823.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,alien,PapersWithCode,227.75,7127.7,8.637019108834123,0.9839427201287452,True,True,True
322,Gorila,813.5,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,alien,PapersWithCode,227.75,7127.7,8.48919195066631,0.9772292317836645,True,True,True
323,DQN hs,634.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,alien,PapersWithCode,227.75,7127.7,5.887723824085682,0.8380757249612442,True,True,True
324,A3C FF hs,518.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,alien,PapersWithCode,227.75,7127.7,4.2123493648504695,0.7170335171982128,True,True,True
326,A3C FF (1 day) hs,182.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,alien,PapersWithCode,227.75,7127.7,-0.661598997094182,0.0,True,True,True
328,GDI-H3(200M frames),787985.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,demonattack,PapersWithCode,152.07,1971.0,43312.987855497464,4.636628170428245,True,True,True
329,GDI-I3,675530.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,demonattack,PapersWithCode,152.07,1971.0,37130.50694639156,4.569742575006442,True,True,True
331,MuZero,143964.26,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,demonattack,PapersWithCode,152.07,1971.0,7906.416959421198,3.8980346398220935,True,True,True
332,MuZero (Res2 Adam),143838.04,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,demonattack,PapersWithCode,152.07,1971.0,7899.47771492031,3.8976533523893298,True,True,True
333,Agent57,143161.44,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,demonattack,PapersWithCode,152.07,1971.0,7862.280021771041,3.8956037417408615,True,True,True
